id,discipline,department,speciality_id
8913,Химия,ФН5,24.03.01_81
8914,История России,СГН1,24.03.01_81
8915,Физическая культура и спорт,ФВ,24.03.01_81
8916,Интегралы и дифференциальные уравнения,ФН2,24.03.01_81
8917,Линейная алгебра и функции нескольких переменных,ФН2,24.03.01_81
8918,Теоретическая механика,ФН3,24.03.01_81
8919,Физика,ФН4,24.03.01_81
8920,Введение в специальность,СМ1,24.03.01_81
8921,Сопротивление материалов,РК5,24.03.01_81
8922,Твёрдотельное компьютерное моделирование,СМ1,24.03.01_81
8923,Дополнительные разделы анализа,ФН2,24.03.01_81
8924,Русский язык и культура речи,Л1,24.03.01_81
8925,Материаловедение,МТ8,24.03.01_81
8926,Теория механизмов и машин,РК2,24.03.01_81
8927,Технология конструкционных материалов,МТ13,24.03.01_81
8928,"Метрология, стандартизация и сертификация",МТ4,24.03.01_81
8929,Политология,СГН3,24.03.01_81
8930,Механика деформируемого твёрдого тела,СМ1,24.03.01_81
8931,Термодинамика и теплопередача,Э6,24.03.01_81
8932,Электротехника и электроника,ФН7,24.03.01_81
8933,Детали машин,РК3,24.03.01_81
8934,Теория полёта и гидрогазоаэродинамика,СМ3,24.03.01_81
8935,Технология ракетно-космической техники,СМ12,24.03.01_81
8936,Философия,СГН4,24.03.01_81
8937,Экология,Э9,24.03.01_81
8938,Безопасность жизнедеятельности,Э9,24.03.01_81
8939,Основы менеджмента и маркетинга,ИБМ4,24.03.01_81
8940,Экономика,ИБМ2,24.03.01_81
8941,Численные методы линейной алгебры,ФН2,24.03.01_81
8942,Правоведение,ЮР,24.03.01_81
8943,Введение в крупногабаритные космические конструкции,СМ1,24.03.01_81
8944,Основы устройства космических аппаратов,СМ1,24.03.01_81
8945,Двигательные установки летательных аппаратов,СМ1,24.03.01_81
8946,Строительная механика космических аппаратов,СМ1,24.03.01_81
8947,Проектирование и конструирование космических аппаратов,СМ1,24.03.01_81
8948,Динамика космических аппаратов,СМ1,24.03.01_81
8949,Основы автоматизированного проектирования,СМ1,24.03.01_81
8950,Управление в технических системах,СМ1,24.03.01_81
8951,Тепловые режимы КА,СМ1,24.03.01_81
8952,Экспериментальные методы отработки космических аппаратов,СМ1,24.03.01_81
8953,Программные комплексы расчёта конструкций,СМ1,24.03.01_81
8954,Динамика крупногабаритных космических конструкций,СМ1,24.03.01_81
8955,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,24.03.01_81
8956,ДВ №2 (основная) : Испытания крупногабаритных космических конструкций,СМ1,24.03.01_81
9028,История России,СГН1,13.03.02_72
8957,ДВ №2: Эксплуатация космических аппаратов,СМ1,24.03.01_81
8958,ДВ №3 (основная) : Проектирование крупногабаритных космических конструкций,СМ1,24.03.01_81
8959,ДВ №3: Механика тросовых космических систем,СМ1,24.03.01_81
8960,Ознакомительная практика,СМ1,24.03.01_81
8961,Технологическая практика,СМ12,24.03.01_81
8962,Учебно-технологический практикум,МТ13,24.03.01_81
8963,Научно-исследовательская работа,СМ1,24.03.01_81
8964,Преддипломная практика,СМ1,24.03.01_81
8965,Подготовка и защита ВКР,СМ1,24.03.01_81
8966,Аналитическая геометрия,ФН2,13.03.02_02
8967,Инженерная геометрия (на цифровых платформах),СМ10,13.03.02_02
8968,Иностранный язык,Л3,13.03.02_02
8969,Информатика,ИУ7,13.03.02_02
8970,История России,СГН1,13.03.02_02
8971,Математический анализ,ФН2,13.03.02_02
8972,Начертательная геометрия,РК1,13.03.02_02
8973,Физическая культура и спорт,ФВ,13.03.02_02
8974,Химия,ФН5,13.03.02_02
8975,Экология техносферы,Э9,13.03.02_02
8976,Интегралы и дифференциальные уравнения,ФН2,13.03.02_02
8977,Линейная алгебра и функции нескольких переменных,ФН2,13.03.02_02
8978,Теоретическая механика,ФН3,13.03.02_02
8979,Теория вероятности и математическая статистика,ФН11,13.03.02_02
8980,Физика,ФН4,13.03.02_02
8981,Алгоритмизация и программирование,ИУ6,13.03.02_02
8982,Кратные интегралы и комплексный анализ,ФН2,13.03.02_02
8983,Механика жидкости и газа,Э10,13.03.02_02
8984,Сопротивление материалов,РК5,13.03.02_02
8985,Конструкционное и электротехническое материаловедение,МТ8,13.03.02_02
8986,Строительная механика машин,СМ10,13.03.02_02
8987,Теория механизмов и машин,РК2,13.03.02_02
8988,Термодинамика и тепломассообмен,Э6,13.03.02_02
8989,Электротехника и электроника,ФН7,13.03.02_02
8990,Детали машин,РК3,13.03.02_02
8991,Дискретная математика,ФН2,13.03.02_02
8992,Конструкция электромобилей,СМ10,13.03.02_02
8993,"Метрология, стандартизация и взаимозаменяемость",МТ4,13.03.02_02
8994,Теория механизмов и машин. Курсовой проект,РК2,13.03.02_02
8995,Управление техническими системами,СМ10,13.03.02_02
8996,Теория движения колесных машин,СМ10,13.03.02_02
8997,Тяговые электрические машины,ФН7,13.03.02_02
8998,Философия,СГН4,13.03.02_02
8999,Численные методы,ФН2,13.03.02_02
9000,Электронные и микропроцессорные системы электромобиля,ИУ6,13.03.02_02
9001,Безопасность жизнедеятельности,Э9,13.03.02_02
9002,Правоведение,ЮР,13.03.02_02
9003,Системы управления тяговым электроприводом,ФН7,13.03.02_02
9004,Экономика,ИБМ2,13.03.02_02
9005,Русский язык и культура речи,Л1,13.03.02_02
9006,Технология машиностроения и приборостроения,РК9,13.03.02_02
9007,Введение в специальность,СМ10,13.03.02_02
9008,Системы автоматизированного проектирования электромобилей,СМ10,13.03.02_02
9009,Бортовые источники энергии и зарядная инфраструктура электромобилей,СМ10,13.03.02_02
9010,Методы расчета и проектирования электромобилей,СМ10,13.03.02_02
9011,Техническое регулирование в автомобилестроении,СМ10,13.03.02_02
9012,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,13.03.02_02
9013,ДВ №2 (основная) : Сети и телекоммуникации,ИУ3,13.03.02_02
9014,ДВ №2: Бесплатформенные инерциальные навигационные системы (МГТУ),ИУ2,13.03.02_02
9015,ДВ №3 (основная) : Разработка WEB приложений,ИУ5,13.03.02_02
9016,ДВ №3: Технические средства навигации и управления движением,ИУ2,13.03.02_02
9017,Профилирующая практика,ИУ1,13.03.02_02
9018,Технологическая практика,СМ10,13.03.02_02
9019,Учебно-технологический практикум,МТ13,13.03.02_02
9020,Учебно-технологический практикум,РЛ6,13.03.02_02
9021,Эксплуатационная практика,СМ10,13.03.02_02
9022,Научно-исследовательская работа,СМ10,13.03.02_02
9023,Преддипломная практика,СМ10,13.03.02_02
9024,Подготовка и защита ВКР,СМ10,13.03.02_02
9025,Аналитическая геометрия,ФН2,13.03.02_72
9026,Инженерная геометрия (на цифровых платформах),СМ10,13.03.02_72
9029,Математический анализ,ФН2,13.03.02_72
9030,Начертательная геометрия,РК1,13.03.02_72
9031,Русский язык как иностранный,Л1,13.03.02_72
9032,Физическая культура и спорт,ФВ,13.03.02_72
9033,Химия,ФН5,13.03.02_72
9034,Экология техносферы,Э9,13.03.02_72
9035,Интегралы и дифференциальные уравнения,ФН2,13.03.02_72
9036,Линейная алгебра и функции нескольких переменных,ФН2,13.03.02_72
9037,Теоретическая механика,ФН3,13.03.02_72
9038,Теория вероятности и математическая статистика,ФН11,13.03.02_72
9039,Физика,ФН4,13.03.02_72
9040,Алгоритмизация и программирование,ИУ6,13.03.02_72
9041,Кратные интегралы и комплексный анализ,ФН2,13.03.02_72
9042,Механика жидкости и газа,Э10,13.03.02_72
9043,Сопротивление материалов,РК5,13.03.02_72
9044,Конструкционное и электротехническое материаловедение,МТ8,13.03.02_72
9045,Строительная механика машин,СМ10,13.03.02_72
9046,Теория механизмов и машин,РК2,13.03.02_72
9047,Термодинамика и тепломассообмен,Э6,13.03.02_72
9048,Электротехника и электроника,ФН7,13.03.02_72
9049,Детали машин,РК3,13.03.02_72
9050,Дискретная математика,ФН2,13.03.02_72
9051,Конструкция электромобилей,СМ10,13.03.02_72
9052,"Метрология, стандартизация и взаимозаменяемость",МТ4,13.03.02_72
9053,Теория механизмов и машин. Курсовой проект,РК2,13.03.02_72
9054,Управление техническими системами,СМ10,13.03.02_72
9055,Теория движения колесных машин,СМ10,13.03.02_72
9056,Тяговые электрические машины,ФН7,13.03.02_72
9057,Философия,СГН4,13.03.02_72
9058,Численные методы,ФН2,13.03.02_72
9059,Электронные и микропроцессорные системы электромобиля,ИУ6,13.03.02_72
9060,Безопасность жизнедеятельности,Э9,13.03.02_72
9061,Иностранный язык,Л3,13.03.02_72
9062,Правоведение,ЮР,13.03.02_72
9063,Системы управления тяговым электроприводом,ФН7,13.03.02_72
9064,Экономика,ИБМ2,13.03.02_72
9065,Технология машиностроения и приборостроения,РК9,13.03.02_72
9066,Введение в специальность,СМ10,13.03.02_72
9067,Системы автоматизированного проектирования электромобилей,СМ10,13.03.02_72
9068,Бортовые источники энергии и зарядная инфраструктура электромобилей,СМ10,13.03.02_72
9069,Методы расчета и проектирования электромобилей,СМ10,13.03.02_72
9070,Техническое регулирование в автомобилестроении,СМ10,13.03.02_72
9071,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,13.03.02_72
9072,ДВ №2 (основная) : Сети и телекоммуникации,ИУ3,13.03.02_72
9073,ДВ №2: Бесплатформенные инерциальные навигационные системы (МГТУ),ИУ2,13.03.02_72
9074,ДВ №3 (основная) : Разработка WEB приложений,ИУ5,13.03.02_72
9075,ДВ №3: Технические средства навигации и управления движением,ИУ2,13.03.02_72
9076,Профилирующая практика,ИУ1,13.03.02_72
9077,Технологическая практика,СМ10,13.03.02_72
9078,Учебно-технологический практикум,МТ13,13.03.02_72
9079,Учебно-технологический практикум,РЛ6,13.03.02_72
9080,Эксплуатационная практика,СМ10,13.03.02_72
9081,Научно-исследовательская работа,СМ10,13.03.02_72
9082,Преддипломная практика,СМ10,13.03.02_72
9083,Подготовка и защита ВКР,СМ10,13.03.02_72
9084,Аналитическая геометрия,ФН2,15.03.06_04
9085,Введение в профильную подготовку,СМ11,15.03.06_04
9086,Инженерная графика,РК1,15.03.06_04
9087,Иностранный язык,Л3,15.03.06_04
9088,Информатика,ИУ7,15.03.06_04
9089,Культурология,СГН2,15.03.06_04
9090,Математический анализ,ФН2,15.03.06_04
9091,Начертательная геометрия,РК1,15.03.06_04
9092,Химия,ФН5,15.03.06_04
9093,История России,СГН1,15.03.06_04
9094,Физическая культура и спорт,ФВ,15.03.06_04
9095,Интегралы и дифференциальные уравнения,ФН2,15.03.06_04
9096,Линейная алгебра и функции нескольких переменных,ФН2,15.03.06_04
9097,Теоретическая механика,ФН3,15.03.06_04
9098,Физика,ФН4,15.03.06_04
9099,Дискретная математика,ФН2,15.03.06_04
9100,Сопротивление материалов,РК5,15.03.06_04
9101,"Кратные интегралы, ряды и теория вероятностей",ФН2,15.03.06_04
9102,Правоведение,ЮР,15.03.06_04
9103,Материаловедение,МТ8,15.03.06_04
9104,"Метрология, стандартизация и сертификация",МТ4,15.03.06_04
9105,Электронные устройства мехатронных и робототехнических систем ч.1,СМ11,15.03.06_04
9106,Электротехника,ФН7,15.03.06_04
9107,Дополнительные главы анализа,ФН2,15.03.06_04
9108,Политология,СГН3,15.03.06_04
9109,Основы автоматизированного проектирования мехатронных и робототехнических систем,СМ11,15.03.06_04
9110,Автоматизированное проектирование подводных робототехнических систем,СМ11,15.03.06_04
9111,"Детали мехатронных модулей, роботов и основы конструирования",РЛ5,15.03.06_04
9112,Основы машиностроительной гидравлики и гидромашины,Э10,15.03.06_04
9113,Теория автоматического управления,СМ7,15.03.06_04
9114,Технология автоматизированного приборостроения и машиностроения,СМ12,15.03.06_04
9115,Философия,СГН4,15.03.06_04
9116,Экология,Э9,15.03.06_04
9117,Динамика движения подводных аппаратов,СМ3,15.03.06_04
9118,Безопасность жизнедеятельности,Э9,15.03.06_04
9119,Микропроцессорные системы управления подводных роботехнических систем,СМ11,15.03.06_04
9120,Основы моделирования и исследования систем подводных аппаратов,СМ11,15.03.06_04
9121,Управление роботами и робототехническими комплексами,СМ11,15.03.06_04
9122,Экономика,ИБМ2,15.03.06_04
9123,Проектирование подводных робототехнических систем,СМ11,15.03.06_04
9124,Основы менеджмента,ИБМ4,15.03.06_04
9125,Русский язык и культура речи,Л1,15.03.06_04
9126,Электронные устройства мехатронных и робототехнических систем. Ч.2,СМ11,15.03.06_04
9127,Электрические приводы мехатронных и робототехнических систем,СМ7,15.03.06_04
9128,Гидравлические приводы подводных роботехнических систем,СМ11,15.03.06_04
9129,Технология производства подводных робототехнических систем,СМ12,15.03.06_04
9130,Защита интеллектуальной собственности и патентоведение,СМ11,15.03.06_04
9131,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,15.03.06_04
9132,ДВ №2 (основная) : Разностные уравнения и D-преобразования,СМ11,15.03.06_04
9133,ДВ №2: Численные методы,СМ11,15.03.06_04
9134,ДВ №3 (основная) : Основы эксплуатации и техническое обслуживание ПРТК,СМ11,15.03.06_04
9135,ДВ №3: Технологии проведения подводно-технических работ с использованием подводной робототехники,СМ11,15.03.06_04
9136,ДВ №4 (основная) : Проектирование движительных комплексов подводных аппаратов,СМ11,15.03.06_04
9137,ДВ №4: Проектирование подводных манипуляторов,СМ11,15.03.06_04
9138,ДВ №5 (основная) : Основы электронных устройств подводных робототехнических систем,СМ11,15.03.06_04
9139,ДВ №5: Конструирование элементов погружных систем,СМ11,15.03.06_04
9140,ДВ №6 (основная) : Основы электронных устройств,СМ11,15.03.06_04
9141,ДВ №6: Компьютерная графика,СМ11,15.03.06_04
9142,ДВ №7 (основная) : Информационные устройства и системы подводных роботов,СМ11,15.03.06_04
9143,ДВ №7: Основы подводной робототехники,СМ11,15.03.06_04
9144,ДВ №8 (основная) : Гидроакустические поисковые и измерительные системы,СМ11,15.03.06_04
9145,ДВ №8: Средства и методы океанологических исследований,СМ11,15.03.06_04
9146,Ознакомительная практика,СМ12,15.03.06_04
9147,Технологическая практика,СМ11,15.03.06_04
9148,Учебно-технологический практикум,МТ13,15.03.06_04
9149,Научно-исследовательская работа,СМ11,15.03.06_04
9150,Преддипломная практика,СМ11,15.03.06_04
9151,Подготовка и защита ВКР,СМ11,15.03.06_04
9152,Введение в профессию,СМ13,22.03.01_02
9153,Инженерная и компьютерная графика,РК1,22.03.01_02
9154,Иностранный язык,Л3,22.03.01_02
9155,Информатика,ИУ7,22.03.01_02
9156,Культурология,СГН2,22.03.01_02
9157,Начертательная геометрия,РК1,22.03.01_02
9158,Химия,ФН5,22.03.01_02
9159,История России,СГН1,22.03.01_02
9160,Физическая культура и спорт,ФВ,22.03.01_02
9161,Аналитическая геометрия,ФН2,22.03.01_02
9162,Математический анализ,ФН2,22.03.01_02
9163,Теоретическая механика,ФН3,22.03.01_02
9164,Физика,ФН4,22.03.01_02
9165,Интегралы и дифференциальные уравнения,ФН2,22.03.01_02
9166,Линейная алгебра и функции нескольких переменных,ФН2,22.03.01_02
9167,Сопротивление материалов,РК5,22.03.01_02
9168,"Кратные интегралы, ряды и теория вероятностей",ФН2,22.03.01_02
9169,Правоведение,ЮР,22.03.01_02
9170,Технология обработки и модификация новых материалов,СМ13,22.03.01_02
9171,Теория механизмов и машин,РК2,22.03.01_02
9172,Материаловедение,МТ8,22.03.01_02
9173,Основы физико-химии и технологии композитов,СМ13,22.03.01_02
9174,Политология,СГН3,22.03.01_02
9175,Основы автоматизированного проектирования,СМ13,22.03.01_02
9176,Термодинамика и теплопередача,Э6,22.03.01_02
9177,Электротехника и электроника,ФН7,22.03.01_02
9178,Детали машин,РК3,22.03.01_02
9179,Основы ракетно-космической техники,СМ1,22.03.01_02
9180,Численные методы для уравнений математической физики,ФН1,22.03.01_02
9181,Баллистика и аэродинамика,СМ3,22.03.01_02
9182,Философия,СГН4,22.03.01_02
9183,Экология,Э9,22.03.01_02
9184,Безопасность жизнедеятельности,Э9,22.03.01_02
9185,Экономика,ИБМ2,22.03.01_02
9186,Теория планирования эксперимента,ФН1,22.03.01_02
9187,Русский язык делового общения,Л1,22.03.01_02
9188,Оптимизация композитных конструкций и технологий,СМ13,22.03.01_02
9189,Некорректные задачи,ФН1,22.03.01_02
9190,Гиперзвуковые летательные аппараты,СМ13,22.03.01_02
9191,Ведущие центры науки о композитах,СМ13,22.03.01_02
9192,"Метрология, стандартизация и сертификация",МТ4,22.03.01_02
9193,Производство композитных конструкций,СМ13,22.03.01_02
9194,Строительная механика композитных конструкций,СМ13,22.03.01_02
9195,Механика композитных сред,СМ13,22.03.01_02
9196,Теплоперенос в композиционных материалах,СМ13,22.03.01_02
9197,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,22.03.01_02
9198,ДВ №2 (основная) : Теория инженерного эксперимента,СМ13,22.03.01_02
9199,ДВ №2: Основы научных исследований,СМ13,22.03.01_02
9200,"ДВ №3 (основная) : Разработка конструкций из углерод-углеродных композитов, керамики и стекла",СМ13,22.03.01_02
9201,ДВ №3: Разработка конструкций из полимерных композитов,СМ13,22.03.01_02
9202,ДВ №4 (основная) : Разработка конструкций из металлокомпозитов,СМ13,22.03.01_02
9203,ДВ №4: Разработка конструкций из керамики и стекла,СМ13,22.03.01_02
9204,Ознакомительная практика,СМ13,22.03.01_02
9205,Технологическая практика,СМ13,22.03.01_02
9206,Учебно-технологический практикум,МТ13,22.03.01_02
9207,Научно-исследовательская работа,СМ13,22.03.01_02
9208,Преддипломная практика,СМ13,22.03.01_02
9209,Подготовка и защита ВКР,СМ13,22.03.01_02
9210,Инженерная и компьютерная графика,РК1,24.03.01_02
9211,Иностранный язык,Л3,24.03.01_02
9212,Информатика,ИУ7,24.03.01_02
9213,Культурология,СГН2,24.03.01_02
9214,Начертательная геометрия,РК1,24.03.01_02
9215,Химия,ФН5,24.03.01_02
9216,История России,СГН1,24.03.01_02
9217,Физическая культура и спорт,ФВ,24.03.01_02
9218,Аналитическая геометрия,ФН2,24.03.01_02
9219,Введение в специальность,СМ13,24.03.01_02
9220,Математический анализ,ФН2,24.03.01_02
9221,Теоретическая механика,ФН3,24.03.01_02
9222,Физика,ФН4,24.03.01_02
9223,Интегралы и дифференциальные уравнения,ФН2,24.03.01_02
9224,Линейная алгебра и функции нескольких переменных,ФН2,24.03.01_02
9225,Сопротивление материалов,РК5,24.03.01_02
9226,"Кратные интегралы, ряды и теория вероятностей",ФН2,24.03.01_02
9227,Правоведение,ЮР,24.03.01_02
9228,Теория механизмов и машин,РК2,24.03.01_02
9229,Материаловедение,МТ8,24.03.01_02
9230,Основы физико-химии и технологии композитов,СМ13,24.03.01_02
9231,Политология,СГН3,24.03.01_02
9232,Термодинамика и теплопередача,Э6,24.03.01_02
9233,Электротехника и электроника,ФН7,24.03.01_02
9234,Детали машин,РК3,24.03.01_02
9235,Основы ракетно-космической техники,СМ1,24.03.01_02
9236,Численные методы для уравнений математической физики,ФН1,24.03.01_02
9237,Баллистика и аэродинамика,СМ3,24.03.01_02
9238,Философия,СГН4,24.03.01_02
9239,Экология,Э9,24.03.01_02
9240,Строительная механика композитных конструкций,СМ13,24.03.01_02
9241,Безопасность жизнедеятельности,Э9,24.03.01_02
9242,Механика композитных сред,СМ13,24.03.01_02
9243,Экономика,ИБМ2,24.03.01_02
9244,Теория планирования эксперимента,ФН1,24.03.01_02
9245,Русский язык делового общения,Л1,24.03.01_02
9246,Оптимизация композитных конструкций и технологий,СМ13,24.03.01_02
9247,Техника многоразовых космических аппаратов,СМ13,24.03.01_02
9248,Теплофизические процессы в композитных конструкциях,СМ13,24.03.01_02
9249,Некорректные задачи,ФН1,24.03.01_02
9250,История научной школы по композиционным материалам,СМ13,24.03.01_02
9251,"Метрология, стандартизация и сертификация",МТ4,24.03.01_02
9252,Ракетно-космические производственные технологии,СМ13,24.03.01_02
9253,Основы автоматизированного проектирования,СМ13,24.03.01_02
9254,Производство композитных конструкций,СМ13,24.03.01_02
9255,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,24.03.01_02
9256,ДВ №2 (основная) : Основы научных исследований,СМ13,24.03.01_02
9257,ДВ №2: Теория инженерного эксперимента,СМ13,24.03.01_02
9258,"ДВ №3 (основная) : Разработка конструкций из углерод-углеродных композитов, керамики и стекла",СМ13,24.03.01_02
9259,ДВ №3: Разработка конструкций из полимерных композитов,СМ13,24.03.01_02
9260,ДВ №4 (основная) : Разработка конструкций из металлокомпозитов,СМ13,24.03.01_02
9261,ДВ №4: Разработка конструкций из керамики и стекла,СМ13,24.03.01_02
9262,Ознакомительная практика,СМ13,24.03.01_02
9263,Технологическая практика,СМ13,24.03.01_02
9264,Учебно-технологический практикум,МТ13,24.03.01_02
9265,Научно-исследовательская работа,СМ13,24.03.01_02
9266,Преддипломная практика,СМ13,24.03.01_02
9267,Подготовка и защита ВКР,СМ13,24.03.01_02
9268,Инженерная и компьютерная графика,РК1,24.03.01_72
9269,Информатика,ИУ7,24.03.01_72
9270,Культурология,СГН2,24.03.01_72
9271,Начертательная геометрия,РК1,24.03.01_72
9272,Химия,ФН5,24.03.01_72
9273,История России,СГН1,24.03.01_72
9274,Русский язык как иностранный,Л1,24.03.01_72
9275,Физическая культура и спорт,ФВ,24.03.01_72
9276,Аналитическая геометрия,ФН2,24.03.01_72
9277,Введение в специальность,СМ13,24.03.01_72
9278,Математический анализ,ФН2,24.03.01_72
9279,Теоретическая механика,ФН3,24.03.01_72
9280,Физика,ФН4,24.03.01_72
9281,Интегралы и дифференциальные уравнения,ФН2,24.03.01_72
9282,Линейная алгебра и функции нескольких переменных,ФН2,24.03.01_72
9283,Сопротивление материалов,РК5,24.03.01_72
9284,"Кратные интегралы, ряды и теория вероятностей",ФН2,24.03.01_72
9285,Теория механизмов и машин,РК2,24.03.01_72
9286,Материаловедение,МТ8,24.03.01_72
9287,Основы физико-химии и технологии композитов,СМ13,24.03.01_72
9288,Термодинамика и теплопередача,Э6,24.03.01_72
9289,Электротехника и электроника,ФН7,24.03.01_72
9290,Детали машин,РК3,24.03.01_72
9291,Основы ракетно-космической техники,СМ1,24.03.01_72
9292,Численные методы для уравнений математической физики,ФН1,24.03.01_72
9293,Баллистика и аэродинамика,СМ3,24.03.01_72
9294,Философия,СГН4,24.03.01_72
9295,Экология,Э9,24.03.01_72
9296,Строительная механика композитных конструкций,СМ13,24.03.01_72
9297,Безопасность жизнедеятельности,Э9,24.03.01_72
9298,Иностранный язык,Л3,24.03.01_72
9299,Механика композитных сред,СМ13,24.03.01_72
9300,Правоведение,ЮР,24.03.01_72
9301,Экономика,ИБМ2,24.03.01_72
9302,Теория планирования эксперимента,ФН1,24.03.01_72
9303,Русский язык делового общения,Л1,24.03.01_72
9304,Оптимизация композитных конструкций и технологий,СМ13,24.03.01_72
9305,Техника многоразовых космических аппаратов,СМ13,24.03.01_72
9306,Теплофизические процессы в композитных конструкциях,СМ13,24.03.01_72
9307,Некорректные задачи,ФН1,24.03.01_72
9308,История научной школы по композиционным материалам,СМ13,24.03.01_72
9309,"Метрология, стандартизация и сертификация",МТ4,24.03.01_72
9310,Ракетно-космические производственные технологии,СМ13,24.03.01_72
9311,Основы автоматизированного проектирования,СМ13,24.03.01_72
9312,Производство композитных конструкций,СМ13,24.03.01_72
9313,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,24.03.01_72
9314,ДВ №2 (основная) : Основы научных исследований,СМ13,24.03.01_72
9315,ДВ №2: Теория инженерного эксперимента,СМ13,24.03.01_72
9316,"ДВ №3 (основная) : Разработка конструкций из углерод-углеродных композитов, керамики и стекла",СМ13,24.03.01_72
9317,ДВ №3: Разработка конструкций из полимерных композитов,СМ13,24.03.01_72
9318,ДВ №4 (основная) : Разработка конструкций из металлокомпозитов,СМ13,24.03.01_72
9319,ДВ №4: Разработка конструкций из керамики и стекла,СМ13,24.03.01_72
9320,Ознакомительная практика,СМ13,24.03.01_72
9321,Технологическая практика,СМ13,24.03.01_72
9322,Учебно-технологический практикум,МТ13,24.03.01_72
9323,Научно-исследовательская работа,СМ13,24.03.01_72
9324,Преддипломная практика,СМ13,24.03.01_72
9325,Подготовка и защита ВКР,СМ13,24.03.01_72
9326,Аналитическая геометрия,ФН2,27.03.04_02
9327,Инженерная графика,РК1,27.03.04_02
9328,Иностранный язык,Л3,27.03.04_02
9329,Информатика,СМ5,27.03.04_02
9330,Математический анализ,ФН2,27.03.04_02
9331,Начертательная геометрия,РК1,27.03.04_02
9332,Химия,ФН5,27.03.04_02
9333,История России,СГН1,27.03.04_02
9334,Физическая культура и спорт,ФВ,27.03.04_02
9335,Культурология,СГН2,27.03.04_02
9336,Интегралы и дифференциальные уравнения,ФН2,27.03.04_02
9337,Линейная алгебра и функции нескольких переменных,ФН2,27.03.04_02
9338,Теоретическая механика,ФН3,27.03.04_02
9339,Физика,ФН4,27.03.04_02
9340,Введение в профильную подготовку,СМ5,27.03.04_02
9341,Компьютерная графика,СМ5,27.03.04_02
9342,Метрология и измерительная техника,СМ5,27.03.04_02
9343,Кратные интегралы и комплексный анализ,ФН2,27.03.04_02
9344,Правоведение,ЮР,27.03.04_02
9345,Дискретная математика,ФН2,27.03.04_02
9346,Политология,СГН3,27.03.04_02
9347,Электроника и микроэлектроника,СМ5,27.03.04_02
9348,Электротехника,ФН7,27.03.04_02
9349,Теория вероятностей и математическая статистика,ФН2,27.03.04_02
9350,Управление в технических системах,СМ5,27.03.04_02
9351,Радиотехнические цепи и сигналы,СМ5,27.03.04_02
9352,Философия,СГН4,27.03.04_02
9353,Экология,Э9,27.03.04_02
9354,Технология и схемотехника средств управления в технических системах,СМ5,27.03.04_02
9355,Безопасность жизнедеятельности,Э9,27.03.04_02
9356,Моделирование АИУС,СМ5,27.03.04_02
9357,Экономика,ИБМ2,27.03.04_02
9358,Русский язык и культура речи,Л1,27.03.04_02
9359,Эффективность АИУС,СМ5,27.03.04_02
9360,Программно-алгоритмическое обеспечение вычислительных средств АИУС,СМ5,27.03.04_02
9361,Конструирование приборов,СМ5,27.03.04_02
9362,Основы техники АИУС,СМ5,27.03.04_02
9363,Телекоммуникации,СМ5,27.03.04_02
9364,Динамические воздействия в АИУС,СМ5,27.03.04_02
9365,Радиоавтоматика,СМ5,27.03.04_02
9366,Вычислительные машины системы и сети,СМ5,27.03.04_02
9367,Теория обработки информации,СМ5,27.03.04_02
9368,"Контроль, регулировка, поверка АИУС",СМ5,27.03.04_02
9369,ДВ №1 (основная) : Элективный курс по физической культуре и спорту,ФВ,27.03.04_02
9370,ДВ №2 (основная) : Статистическая радиотехника,СМ5,27.03.04_02
9371,ДВ №2: Случайные процессы в радиотехнике,СМ5,27.03.04_02
9372,ДВ №3 (основная) : Теория колебаний,СМ5,27.03.04_02
9373,ДВ №3: Инерциальные системы бортовых АИУС,СМ5,27.03.04_02
9374,ДВ №3: Нейросети,СМ5,27.03.04_02
9375,Ознакомительная практика,СМ5,27.03.04_02
9376,Технологическая практика,СМ5,27.03.04_02
9377,Учебно-технологический практикум,СМ5,27.03.04_02
9378,Научно-исследовательская работа,СМ5,27.03.04_02
9379,Преддипломная практика,СМ5,27.03.04_02
9380,Подготовка и защита ВКР,СМ5,27.03.04_02
9381,Аналитическая геометрия,ФН2,15.03.06_01
9382,Введение в профильную подготовку,СМ7,15.03.06_01
9383,Инженерная графика,РК1,15.03.06_01
9384,Иностранный язык,Л3,15.03.06_01
9385,Информатика,ИУ7,15.03.06_01
9386,Культурология,СГН2,15.03.06_01
9387,Математический анализ,ФН2,15.03.06_01
9388,Начертательная геометрия,РК1,15.03.06_01
9389,Химия,ФН5,15.03.06_01
9390,История России,СГН1,15.03.06_01
9391,Физическая культура и спорт,ФВ,15.03.06_01
9392,Интегралы и дифференциальные уравнения,ФН2,15.03.06_01
9393,Линейная алгебра и функции нескольких переменных,ФН2,15.03.06_01
9394,Физика,ФН4,15.03.06_01
9395,Теоретическая механика,ФН3,15.03.06_01
9396,Компьютерная графика,СМ7,15.03.06_01
